id,appDisplayName,appId
2468d18a-11dc-477f-b5e7-4f1e8c923c31,CrossTenant-SPFxGuest,4c402f01-2fcc-4e3c-a99c-356559e29663
4de4cb23-7449-4d3c-9ef8-b5e73f21bd13,SPFxWorkshop.CouponAPI,113854c8-e2df-4d27-8ab9-35e654998053
c6ad3310-a589-4b74-be40-ba838a70132b,SPFxWorkshop.CouponAPI.caller,b2f36f1c-8398-4633-b145-8ed9eced9d14
